Unnamed: 0,Unnamed: 0.1.1,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Diff_Prx,Pressure_tmp
4208,4208,26/1/2021,11:25:21:893,280.31,31.51,419.92,0.555,941.897,432.3799017035969,280.81
4209,4209,26/1/2021,11:25:21:987,280.81,31.53,430.52,0.5539999999999999,941.747,432.4772661105136,280.31
4210,4210,26/1/2021,11:25:22:143,280.31,31.51,441.22,0.5539999999999999,941.747,432.57357437121095,280.81
4211,4211,26/1/2021,11:25:22:206,280.31,31.47,425.12,0.5539999999999999,941.747,432.6688219400071,280.81
4212,4212,26/1/2021,11:25:22:315,280.81,31.59,422.02,0.5539999999999999,941.747,432.7630038489933,281.31
4213,4213,26/1/2021,11:25:22:424,281.31,31.57,425.72,0.5539999999999999,941.747,432.8561122951847,280.31
4214,4214,26/1/2021,11:25:22:534,280.31,31.49,418.02,0.555,941.747,432.9481336277578,280.31
4215,4215,26/1/2021,11:25:22:643,280.31,31.55,444.02,0.5539999999999999,941.747,433.03904777945013,280.31
4216,4216,26/1/2021,11:25:22:753,280.81,31.47,425.42,0.555,941.747,433.1288304989289,281.31
4217,4217,26/1/2021,11:25:22:893,280.81,31.53,425.12,0.555,941.747,433.2174557330027,280.81
4218,4218,26/1/2021,11:25:22:971,280.31,31.59,437.92,0.555,941.747,433.3048953946438,280.31
4219,4219,26/1/2021,11:25:23:81,280.81,31.55,444.02,0.5539999999999999,941.747,433.39111961962163,280.31
4220,4220,26/1/2021,11:25:23:190,280.81,31.49,411.32,0.555,941.747,433.4760989028244,280.81
4221,4221,26/1/2021,11:25:23:299,280.31,31.53,429.62,0.555,941.747,433.55980290685585,280.31
4222,4222,26/1/2021,11:25:23:409,281.31,31.55,425.42,0.555,941.747,433.6421963358597,280.81
4223,4223,26/1/2021,11:25:23:518,280.81,31.49,440.62,0.5539999999999999,941.747,433.7232381298349,280.31
4224,4224,26/1/2021,11:25:23:643,280.31,31.57,430.52,0.555,941.747,433.8028843859501,280.81
4225,4225,26/1/2021,11:25:23:752,280.31,31.57,432.72,0.5539999999999999,941.747,433.88109076144457,280.81
4226,4226,26/1/2021,11:25:23:892,280.81,31.49,431.82,0.5539999999999999,941.747,433.9578125922314,280.31
4227,4227,26/1/2021,11:25:23:971,280.31,31.51,428.42,0.5539999999999999,941.747,434.0330039782788,281.81
4228,4228,26/1/2021,11:25:24:80,280.81,31.57,447.32,0.5539999999999999,941.747,434.10661766495565,280.31
4229,4229,26/1/2021,11:25:24:189,280.31,31.53,446.12,0.5539999999999999,941.747,434.1786073643509,280.31
4230,4230,26/1/2021,11:25:24:299,280.81,31.51,446.42,0.5539999999999999,941.747,434.24893196559685,280.31
4231,4231,26/1/2021,11:25:24:408,280.31,31.53,423.82,0.5539999999999999,941.747,434.3175574520211,280.31
4232,4232,26/1/2021,11:25:24:517,280.31,31.53,446.42,0.5539999999999999,941.747,434.3844545063191,281.31
4233,4233,26/1/2021,11:25:24:642,281.31,31.63,434.82,0.5539999999999999,941.747,434.4495958956456,280.31
4234,4234,26/1/2021,11:25:24:752,280.31,31.47,440.62,0.5539999999999999,941.747,434.51295664458803,279.81
4235,4235,26/1/2021,11:25:24:897,280.31,31.3,440.32,0.5539999999999999,941.747,434.5745149410675,280.31
4236,4236,26/1/2021,11:25:24:975,279.81,31.53,448.22,0.5539999999999999,941.747,434.63425288996666,280.31
4237,4237,26/1/2021,11:25:25:85,280.31,31.49,429.62,0.5539999999999999,941.747,434.69215749839714,279.31
4238,4238,26/1/2021,11:25:25:194,280.31,31.49,429.62,0.5539999999999999,941.747,434.74821962085656,280.31
4239,4239,26/1/2021,11:25:25:303,280.81,31.47,428.72,0.5539999999999999,941.747,434.80243025005575,281.81
4240,4240,26/1/2021,11:25:25:413,280.81,31.59,411.32,0.5539999999999999,941.747,434.8547765245401,280.31
4241,4241,26/1/2021,11:25:25:522,280.31,31.55,447.02,0.5539999999999999,941.747,434.9052390745128,280.31
4242,4242,26/1/2021,11:25:25:647,280.31,31.57,443.12,0.5539999999999999,941.747,434.95379337958894,280.31
4243,4243,26/1/2021,11:25:25:741,280.31,31.51,447.02,0.5539999999999999,941.747,435.0004156940152,280.81
4244,4244,26/1/2021,11:25:25:897,280.31,31.57,446.42,0.5539999999999999,941.747,435.04508829580396,280.31
4245,4245,26/1/2021,11:25:25:959,280.31,31.55,447.32,0.5539999999999999,941.747,435.08780134994703,280.31
4246,4246,26/1/2021,11:25:26:69,280.31,31.45,445.52,0.5539999999999999,941.747,435.1285533232621,279.81
4247,4247,26/1/2021,11:25:26:178,281.81,31.55,444.02,0.5539999999999999,941.747,435.1673508722332,280.31
4248,4248,26/1/2021,11:25:26:287,280.31,31.55,443.42,0.5539999999999999,941.747,435.20420816319427,281.31
4249,4249,26/1/2021,11:25:26:397,280.31,31.51,429.62,0.5539999999999999,941.747,435.239145421616,278.81
4250,4250,26/1/2021,11:25:26:506,280.31,31.63,408.62,0.5539999999999999,941.747,435.2721849490782,280.31
4251,4251,26/1/2021,11:25:26:647,280.81,31.51,446.42,0.5539999999999999,941.747,435.3033450956925,281.81
4252,4252,26/1/2021,11:25:26:725,280.81,31.53,415.62,0.5539999999999999,941.747,435.3326374631373,280.31
4253,4253,26/1/2021,11:25:26:834,280.31,31.47,428.42,0.5539999999999999,941.747,435.3600677221907,280.81
4254,4254,26/1/2021,11:25:26:943,280.31,31.49,445.22,0.5539999999999999,941.747,435.3856361967615,280.81
4255,4255,26/1/2021,11:25:27:53,280.31,31.51,444.02,0.5539999999999999,941.747,435.40934043649287,280.31
4256,4256,26/1/2021,11:25:27:162,280.81,31.41,443.72,0.5539999999999999,941.747,435.4311804418528,280.31
4257,4257,26/1/2021,11:25:27:272,280.31,31.43,444.02,0.5539999999999999,941.747,435.45116189430917,280.31
4258,4258,26/1/2021,11:25:27:396,280.81,31.55,444.32,0.5539999999999999,941.747,435.46929666897034,279.81
4259,4259,26/1/2021,11:25:27:490,280.31,31.57,410.72,0.5539999999999999,941.897,435.48560132971977,280.31
4260,4260,26/1/2021,11:25:27:646,279.81,31.55,447.92,0.5539999999999999,941.747,435.5000928480884,281.81
4261,4261,26/1/2021,11:25:27:709,280.81,31.51,408.32,0.5539999999999999,941.747,435.51278448603966,280.31
4262,4262,26/1/2021,11:25:27:818,280.31,31.45,434.22,0.5539999999999999,941.747,435.52368382536486,280.31
4263,4263,26/1/2021,11:25:27:928,280.31,31.55,426.02,0.555,941.897,435.5327915390772,280.31
4264,4264,26/1/2021,11:25:28:37,280.81,31.51,430.52,0.5539999999999999,941.747,435.5401016500022,280.31
4265,4265,26/1/2021,11:25:28:146,280.81,31.59,443.72,0.5539999999999999,941.747,435.5456036017534,279.31
4266,4266,26/1/2021,11:25:28:256,280.31,31.51,437.62,0.5539999999999999,941.747,435.5492852704226,280.31
4267,4267,26/1/2021,11:25:28:396,280.81,31.57,436.62,0.5539999999999999,941.747,435.5511358330523,280.81
4268,4268,26/1/2021,11:25:28:474,279.81,31.53,436.32,0.5539999999999999,941.747,435.55114650567305,280.31
4269,4269,26/1/2021,11:25:28:584,281.31,31.59,447.32,0.5539999999999999,941.747,435.5493102077527,280.81
4270,4270,26/1/2021,11:25:28:693,280.31,31.53,429.32,0.5539999999999999,941.747,435.5456221990077,280.31
4271,4271,26/1/2021,11:25:28:803,279.81,31.49,430.52,0.5539999999999999,941.747,435.54007976458206,280.31
4272,4272,26/1/2021,11:25:28:912,280.31,31.53,429.02,0.555,941.747,435.53267946269636,280.31
4273,4273,26/1/2021,11:25:29:21,279.81,31.49,435.42,0.555,941.747,435.5234147168854,280.31
4274,4274,26/1/2021,11:25:29:146,280.81,31.61,441.52,0.555,941.747,435.5122762504077,280.31
4275,4275,26/1/2021,11:25:29:240,280.81,31.57,439.12,0.555,941.747,435.49925460407417,280.31
4276,4276,26/1/2021,11:25:29:396,280.31,31.49,428.72,0.555,941.747,435.484341982485,280.81
4277,4277,26/1/2021,11:25:29:458,280.31,31.59,447.92,0.555,941.747,435.4675319924551,281.31
4278,4278,26/1/2021,11:25:29:568,280.31,31.45,447.32,0.555,941.747,435.44882011898585,279.81
4279,4279,26/1/2021,11:25:29:677,280.31,31.47,446.12,0.555,941.747,435.4282067905136,280.31
4280,4280,26/1/2021,11:25:29:787,280.31,31.53,429.62,0.555,941.747,435.4056992667469,281.31
4281,4281,26/1/2021,11:25:29:899,280.31,31.51,444.62,0.555,941.747,435.3813097837609,280.81
4282,4282,26/1/2021,11:25:30:8,280.31,31.61,413.82,0.555,941.747,435.35505217390846,279.31
4283,4283,26/1/2021,11:25:30:149,280.81,31.55,442.42,0.5539999999999999,941.747,435.3269386406498,280.81
